20698-7;Integridade e extensão de vida de dutos flexíveis;SHELL;PESQUISA APLICADA;Simular características do meio encontrado no espaço anular de risers flexíveis, sendo posteriormente utilizadas em simulação computacional e experimental de mecanismos de corrosão atuantes sobre as armaduras de tração, gerando uma árvore de decisões, auxiliando no projeto, na utilização e na manutenção dessas estruturas. Também, fornecer dados que tornem mais precisos e menos conservadores os ensaios mecânicos realizados nos materiais utilizados para a fabricação das armaduras de tração.;TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;SHELL;UFRJ - Labcorr - Laboratório de Corrosão ;UFRJ - Núcleo de Estruturas Oceânicas;UFRJ - LPCM - Laboratório de Processamento e Caracterização de Materiais;;;22/06/2017;48;R$ 25.535.499,09
20699-5;Novos Métodos de Exploração Sísmica por Inversão Completa das Formas de Onda;SHELL;PESQUISA APLICADA;"O objetivo principal da iniciativa é pesquisar e desenvolver  novas técnicas para melhorar a eficiência dos métodos FWI em exploração sísmica.
Os cinco subprojetos estão interconectados de tal forma que os resultados de cada parte serão utilizados nas demais em um processo de fertilização cruzada. Os dois primeiros objetivam o desenvolvimento de métodos FWI, enquanto que os três últimos investigam formas eficientes de implementar estes métodos sob uma perspectiva computacional.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;SHELL;UFRN - DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL;UFRN - Laboratório de Arquiteturas Paralelas e Processamento de Sinais;;;;01/09/2017;50;R$ 8.734.473,85
20700-1;Desenvolvimento de biopolímeros para aplicação em recuperação avançada de petróleo;SHELL;PESQUISA APLICADA;O objetivo geral deste projeto é a obtenção e a caracterização de biopolímeros para sua aplicação em fluidos de recuperação avançada de petróleo. Para tanto, as propriedades das soluções aquosas dos biopolímeros serão avaliadas visando sua aplicação em condições de reservatórios do pré-sal, quanto à salinidade, temperatura, dentro outras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;SHELL;UFRJ - Laboratório de Macromoléculas e Colóides na Indústria de Petróleo;UFRJ - BIOINOVAR  - BIOTECNOLOGIA- UNIDADE DE BIOCATALISE, BIOPRODUTOS E BIOENERGIA;;;;29/09/2017;48;R$ 12.387.074,38
20219-2;Correlação estratigráfica, evolução paleoambiental e paleogeográfica e perspectivas exploratórias do Andar Alagoas ¿ ALAGOAS;SHELL;PESQUISA APLICADA;O objetivo principal é caracterizar, em termos geológicos exploratórios (escala regional), a evolução tectonoestratigráfica do Andar Alagoas (~Aptiano, Cretáceo Inferior) nas bacias do Parnaíba (formações Itapecuru e Codó) e Araripe (formações Rio da Batateira e Santana), cronocorrelato aos intervalos Pré-sal e do Sal nas bacias da margem continental Leste do Brasil.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFRJ - Laboratório de Geologia Sedimentar - Lagesed;;;;;;08/01/2018;54;R$ 30.674.928,60
20704-3;Protótipo de Sistema de Monitoração de Riscos de Segurança em Ambientes de Sondas;PETROBRAS;PROTÓTIPO OU UNIDADE PILOTO;Este Plano de Trabalho tem como objetivo geral o desenvolvimento de protótipo de sistema com vídeo analítico para detecção automatizada e inteligente de desvios de segurança nas plataformas de extração de petróleo, visando a predição e mitigação antecipada de riscos e a redução da probabilidade de ocorrência de acidentes.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;MANUTENÇÃO E INSPEÇÃO - SEGURANÇA;MICROSOFT INFORMATICA LTDA;;;;;;28/06/2018;36;R$ 10.277.152,01
20705-0;VANT 3D - Inspeção Óptica Tridimensional por Veículo Aéreo Não Tripulado;PETROBRAS;PROTÓTIPO OU UNIDADE PILOTO;Estudo de viabilidade de reconstrução tridimensional e inspeção de risers com dados adquiridos por VANTs instrumentados e análise metrológica dos resultados.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;UFSC - Laboratório de Metrologia e Automatização - LABMETRO;;;;;;21/08/2018;24;R$ 2.399.174,74
20706-8;"Desenvolvimento do BR-MODAL: Software ""Standalone"" para Cálculo Experimental das Propriedades Modais das Bombas Centrífugas Submersas em Poços de Teste";PETROBRAS;PESQUISA APLICADA;"O principal objetivo deste projeto é o desenvolvimento de um produto, na forma de um software, que será denominado de BR-MODAL, capaz de calcular as propriedades modais de Bombas Centrífugas Submersas (BCS) a partir dos resultados das medições de vibrações realizadas ao longo da estrutura da BCS. O BR-MODAL vai operar de forma independente (""standalone""), mas poderá ser integrado com outros softwares utilizados na análise das BCSs como, por exemplo, o RPDBCS utilizado na identificação de falhas.";TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AVALIAÇÃO DA CONFORMIDADE E DESEMPENHO E CERTIFICAÇÃO;UFRJ - LEDAV - Laboratório de Ensaios Dinâmicos e Análise de Vibração ;;;;;;20/08/2018;36;R$ 2.319.734,64
20707-6;Análise da combustão e da estabilidade térmica de combustíveis de aviação;PETROBRAS;DESENVOLVIMENTO EXPERIMENTAL;Analisar experimentalmente a estabilidade térmica de combustíveis de aviação em escoamento turbulento em condições típicas de sistemas de circulação de combustíveis em aeronaves.;ABASTECIMENTO;COMBUSTÍVEIS E LUBRIFICANTES;COMBUSTÍVEIS DE AVIAÇÃO;UFSC - Laboratório de Combustão e Engenharia de Sistemas Térmicos;;;;;;20/08/2018;24;R$ 1.020.111,19
20708-4;Projeto de estudo sobre monitoramento dos processos de desidratação de gás natural através de peneiras moleculares no Pré-Sal;PETROBRAS;PESQUISA APLICADA;O objetivo geral do presente projeto é o desenvolvimento estratégias de controle baseadas em inferências operacionais e KPIs para monitorar e otimizar a vida útil de unidades de adsorção de umidade de gás de produção, a partir de peneiras moleculares (PM).;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;UFRGS - GIMSCOP - Grupo de Intensificação, Modelagem, Simulação, Controle e Otimização de Processos;;;;;;22/08/2018;36;R$ 1.409.392,56
20709-2;Caracterização de Amostras de Interesse do E&P e do Refino por Ressonância Magnética Nuclear;PETROBRAS;PESQUISA APLICADA;Utilizar a espectroscopia de Ressonância Magnética Nuclear (RMN) de alto campo, a relaxometria em RMN de baixo campo e a espectrometria de massas de altíssima resolução e exatidão, suportadas por métodos de análise quimiométrica, para o estudo de formação de agregados de asfaltenos e resina, caracterização de naftenatos, estudo dos processos de envelhecimento de asfaltos, avaliação de propriedades do petrodiesel e caracterização de biomassa lignocelulósica.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;CARACTERIZAÇÃO E PROCESSAMENTO DE FLUIDOS PRODUZIDOS;PETROBRAS;;;;;;05/06/2018;49;R$ 656.029,66
20710-0;Diagnóstico de Disponibilidade Hidrica e Soluções Tecnológicas para Instalações Críticas pela aplicação do IREH;PETROBRAS;PESQUISA APLICADA;Diagnosticar a Disponibilidade Hídrica das UOs Críticas, apontando as vulnerabilidades, fontes alternativas, oportunidades de redução de demanda e de geração de efluentes, recomendar soluções tecnológicas e implementação de medidas, que visem garantir o uso racional dos recursos hídricos e a continuidade operacional dos processos produtivos.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;GERENCIAMENTO DE ÁGUAS, EFLUENTES E EMISSÕES DE POLUENTES REGULAMENTADOS;PETROBRAS;;;;;;09/07/2018;30;R$ 1.230.242,40
20711-8;Caracterização dos eventos magmáticos em bacias sedimentares brasileiras - aspectos geocronológicos, potencialidades no sistema petrolífero e aspectos petrogenéticos;PETROBRAS;PESQUISA BÁSICA;Caracterização geocronológica, composicional e petrogenética dos eventos magmáticos mesozóicos-cenozóicos e processos hidrotermais associados em bacias sedimentares brasileiras.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;PETROBRAS;;;;;;26/06/2018;36;R$ 348.224,22
20712-6;ESTUDO E PESQUISA DE DESENVOLVIMENTO E IMPLEMENTAÇÃO DE UM SISTEMA DE CAPTAÇÃO DE ÁGUAS PROFUNDAS PARA UNIDADES OFFSHORE INSTALADAS NA COSTA BRASILEIRA;SHELL;PESQUISA APLICADA;Desenvolver um sistema para coleta de águas profundas, de 600 a 1.000m, o qual habilite operar as plantas de processo das unidades de superfície com a temperatura da água de resfriamento reduzida a uma faixa de 5° a 10°C. A operação dos sistemas nesta nova faixa deverá aumentar significativamente a eficiência da geração de energia, reduzindo a demanda de utilidades.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;SBM OFFSHORE DO BRASIL LTDA.;SHELL;USP - TPN - Tanque de Provas Numérico;USP - LMO - Laboratório de Mecânica Offshore;USP - INSTITUTO OCEANOGRÁFICO DA USP;;10/11/2017;15;R$ 4.973.416,65
20714-2;Desenvolvimento de técnicas numéricas e software para problemas de inversão com aplicações em processamento sísmico;SHELL;PESQUISA APLICADA;Desenvolver um conjunto de ferramentas computacionais para simulação e inversão de dados, utilizando técnicas de software capazes de reduzir o tempo para desenvolver códigos de simulação e inversão. Desenvolver linguagens de programação de alto nível de modo a possibilitar que geofísicos usem seus conhecimentos específicos para desenvolver e avaliar de forma rápida novos algoritmos para a obtenção de imagens em domínios geológicos de difícil tratamento.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;;01/05/2018;48;R$ 22.532.894,10
20482-6;Infraestrutura para desenvolvimento de técnicas numéricas e software para problemas de inversão com aplicações em processamento sísmico;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é prover a infraestrutura necessária para o desenvolvimento de um conjunto de tecnologias de software para simulação numérica e solução de problemas de inversão, com foco específico em aplicações em processamento sísmico.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;USP - CENTRO DE PESQUISA PARA INOVAÇÃO EM GÁS (RCGI);;;;;0470/2018;10/07/2018;12;R$ 2.131.245,11
20206-9;Infraestrutura do projeto P,D&I Correlação estratigráfica, evolução paleoambiental e paleogeográfica e perspectivas exploratórias do Andar Alagoas ¿ INFRALAGOAS;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;"O objetivo deste projeto trata da ampliação e consolidação a infraestrutura física e de pesquisa do Departamento de Geologia ¿ IGEO-UFRJ, tendo por finalidade, no curto prazo, (i) a execução do projeto de PD&I Correlação estratigráfica, evolução paleoambiental e paleogeográfica e perspectivas exploratórias do Andar Alagoas (ALAGOAS); e, a médio prazo, (ii) a consolidação de uma linha de pesquisa de excelência em geologia exploratória do intervalo Pré-sal na UFRJ";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFRJ - LabMicro - Laboratório de Micropaleontologia Aplicada;;;;;0042/2018;13/06/2018;6;R$ 1.634.892,29
20428-9;Capacitação do Laboratório de Matemática Aplicada (LAMAP/UFJF) para modelagem matemática e computacional de injeção de espuma usada em recuperação avançada de petróleo.;SHELL;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O objetivo principal deste projeto é fornecer ao Laboratório de Matemática Aplicada (LAMAP/UFJF) infraestrutura complementar de forma a capacitar o laboratório para modelagem matemática e computacional de injeção de espuma usada em recuperação avançada de petróleo.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;UFJF - Laboratório de Matemática Aplicada;;;;;0338/2018;08/08/2018;12;R$ 524.056,79
20715-9;Modelagem matemática e computacional de injeção de espuma usada em recuperação avançada de petróleo.;SHELL;PESQUISA APLICADA;O objetivo principal deste projeto é melhorar a compreensão do deslocamento de espuma em meios porosos tendo em vista as condições de recuperação avançada de petróleo de reservatórios de pré-sal. Este objetivo inclui o desenvolvimento de métodos analíticos e ferramentas numéricas que podem ser utilizados para testar e validar simuladores comerciais.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;SHELL;UFJF - Laboratório de Matemática Aplicada;;;;;01/07/2018;48;R$ 7.729.064,81
20718-3;Sistema Supervisório de SMS -SSSMS;PETROBRAS;PROTÓTIPO OU UNIDADE PILOTO;Desenvolvimento de um Sistema de Supervisão de SMS utilizando técnicas de Intelligent Video Analytics.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;MANUTENÇÃO E INSPEÇÃO - SEGURANÇA;PETROBRAS;;;;;;06/06/2018;48;R$ 3.233.327,98
20719-1;Desenvolvimento de ferramenta para simulação de deposição química em reservatórios acoplada com simulação microbiológica de H2S;SHELL;PESQUISA APLICADA;Criação de um simulador de fenômenos geoquímicos e microbiológicos baseado no acoplamento de simuladores de fluxo de reservatórios tradicionais a uma solução externa de equilíbrio de íons e minerais, reações químicas, microbiológicas e transporte de componentes, de forma que todos os problemas relacionados a estas propriedades físico-químicas possam ser estudados em sua plenitude.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ENGENHARIA DE RESERVATÓRIO (SIMULAÇÃO DE FLUXO);ENGINEERING SIMULATION AND SCIENTIFIC SOFTWARE LTDA;SHELL;;;;;02/01/2018;48;R$ 8.218.644,63
20723-3;Simulação e Automação de Operações Submarinas com ROV/AUV;PETROBRAS;DESENVOLVIMENTO EXPERIMENTAL;Disponibilizar para a Petrobras tecnologias que permitam o planejamento e a simulação computacional de operações submarinas com ROV, analisar a viabilidade técnico-econômica de automatizar essas operações e participar de parcerias voltadas para a disponibilização dos AUVs.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;AUTOMAÇÃO, CONTROLE E INSTRUMENTAÇÃO;PETROBRAS;;;;;;25/06/2018;25;R$ 1.185.230,28
20724-1;Desenvolvimento de Nova Geração de Equipamentos Submarinos-GE- Fase 2 Desenvolvimento de atuador hidráulico submarino de comprimento reduzido.;SHELL;PROTÓTIPO OU UNIDADE PILOTO;Este projeto tem por objetivo a construção de 01 Unidade-Piloto de atuador hidraulico submarino para utilização no conceito de árvore de Natal Molhada compacta desenvolvido pela BHGE em cooperação com a SHELL Brasil para a redução dos custos de implantação de sistemas submarinos no PreSal. O objetivo é ter o conceito do novo atuador testado e em grau de maturidade TRL4 em 2018 como parte indispensável para o desenvolvimento de um novo conceito de Arvore de Natal Molhada até 2019.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE EQUIPAMENTOS;GE OIL E GAS DO BRASIL LTDA;SHELL;;;;;10/07/2018;14;R$ 3.710.300,18
20727-4;Caracterização Geológica e Petrofísica dos Estromatólitos Recentes do Estado de Rio de Janeiro;EQUINOR;PESQUISA APLICADA;O projeto tem como objetivo principal estudar experimentalmente as propriedades interfaciais e de escoamento de fluidos associados a processos de recuperação melhorada de petróleo no cenário do Pré-sal brasileiro;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;CARACTERIZAÇÃO E ENGENHARIA DE RESERVATÓRIOS;EQUINOR;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;18/06/2018;24;R$ 2.779.626,20
20729-0;Unidade Compacta para Intervenção em Poços - ROBIN;PETROBRAS;PROTÓTIPO OU UNIDADE PILOTO;Desenvolver um robô para operações de intervenção leve em poços, focado inicialmente, nesta proposta, em operações de desobstrução e aferição do diâmetro da coluna, e um sistema (casulo) para troca de ferramentas, carregamento de descarregamento de dados da missão do robô, inspeção do robô e carregamento do banco de baterias do robô.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE EQUIPAMENTOS;SENAI-BA - SENAI CIMATEC;;;;;;24/08/2018;36;R$ 10.836.184,80
20730-8;Fenômenos Térmicos em Poços de Petróleo e Gás II;PETROBRAS;PESQUISA BÁSICA;Ampliar, por meio do desenvolvimento de modelos matemáticos e simuladores, a capacidade de previsão do comportamento térmico-estrutural de poços de petróleo e gás em distintos cenários, como (i) produção em poços inclinados, (ii) produção assistida por elevação artificial (gas lift), (iii) estratégias de mitigação de APB por utilização de discos de ruptura, (iv) alívio de pressão por sapata aberta e (v) ocorrência de APB durante testes de produção.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;ELEVAÇÃO ARTIFICIAL E ESCOAMENTO MULTIFÁSICO;UFSC - POLO - Laboratórios de Pesquisa em Refrigeração e Termofísica;;;;;;27/08/2018;36;R$ 1.952.360,69
20731-6;Desenvolvimento de Sistema para Monitoração de Desvios de Segurança em Ambientes de Sonda;PETROBRAS;PROTÓTIPO OU UNIDADE PILOTO;O projeto tem como objetivo principal construir um protótipo de Intelligent Video Analytics (IVA) nos ambientes da sonda de perfuração. Para a construção deste protótipo, é necessário pesquisar modelos de inteligência artificial capazes de identificar os eventos de interesse. Estes modelos devem ser capazes de interpretar automaticamente e em tempo real as imagens captadas. Por fim, a interpretação das imagens permite emitir alertas sempre que um evento específico ocorrer.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;SEGURANÇA NAS OPERAÇÕES DE PERFURAÇÃO;METTA INNOVATIONS DESENVOLVIMENTO DE PROJETOS E CONSULTORIA LTDA;;;;;;27/08/2018;36;R$ 5.939.148,15
20732-4;Mapeamento da aplicabilidade da tecnologia de ultrassom na mitigação de incrustações em poços.;PETROBRAS;PESQUISA APLICADA;Compreender os mecanismos de formação dos sólidos e como estes afetam a incrustação do carbonato de cálcio em ambientes similares aos poços de extração de petróleo em termos de concentração de sais, e avaliar os efeitos do ultrassom com alta intensidade, na faixa de 20 a 30 kHz, nestes mecanismos, com vistas à estabelecer controle, mitigação e ou eliminação da incrustação nestes sistemas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;;;;;27/08/2018;36;R$ 3.748.697,67
20733-2;Avaliação das propriedades mecânicas de juntas soldadas submetidas a múltiplos ciclos térmicos;PETROBRAS;DESENVOLVIMENTO EXPERIMENTAL;O objetivo global é avaliar tecnicamente a limitação do número máximo de reparos por soldagem, sem que ocorra perda significativa das propriedades mecânicas, em aços estruturais ASTM A131, a fim de se evitar custos desnecessários com fabricação e controle da qualidade da produção/soldagem, visando, portanto, redução de tempo e custos.;TEMAS TRANSVERSAIS;MATERIAIS;INTEGRIDADE ESTRUTURAL, SOLDAGEM E CARACTERIZAÇÃO DE MATERIAIS;UFU - Laprosolda - Grupo Centro para Pesquisa e Desenvolvimento de Processos de Soldagem;;;;;;27/08/2018;36;R$ 2.297.317,60
20734-0;Desenvolvimento de Software de Plataforma para Inteligência Computacional;PETROBRAS;PESQUISA APLICADA;Este projeto tem por objetivo geral conceber um arcabouço de software para a gerência de modelos e dados usados no processo de predição e análise de eventos indesejáveis ocorridos em equipamentos e processos  envolvidos na construção de poços marítimos. O projeto pretende, com base nos levantamentos e pesquisa realizados, construir um protótipo de software que armazene, publique, execute e compartilhe os ativos informacionais associados ao processo de construção de poços.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;LNCC - Unidade de Modelagem e Simulação Computacionais em Engenharia de Petróleo e Gás;;;;;;24/08/2018;48;R$ 6.955.550,82
20735-7;Desenvolvimento de Metodologias e Métricas de Confiabilidade de Equipamentos de Construção de Poços;PETROBRAS;PESQUISA APLICADA;"Este projeto tem por objetivo propor metododogia apropriada para de?finição de m?etricas de estudo
de con?fiabilidade de sete equipamentos para o cen?ario especi?ficado, permitindo a inclusão de testes e
n??íveis de aceita?ção na especi?fica?cão t?écnica que garantam uma taxa de falha pr?é-de?finida. 
Neste contexto modelos de testes acelerados e degrada?ção serão propostos para avaliar a con?fiabilidade dos equipamentos.";TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AVALIAÇÃO DA CONFORMIDADE E DESEMPENHO E CERTIFICAÇÃO;USP - INSTITUTO DE CIÊNCIAS MATEMÁTICAS E DE COMPUTAÇÃO - ICMC;;;;;;27/08/2018;48;R$ 4.722.990,98
20736-5;Desenvolvimento de Condensadores para Minimização do Consumo de Água em Torres de Resfriamento;PETROBRAS;PESQUISA APLICADA;O objetivo principal do presente projeto é desenvolver um equipamento que funcione de forma passiva (não demandando consumo de energia) capaz de recuperar vapor de água perdida ao ambiente em torres de resfriamento industriais.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;GERENCIAMENTO DE ÁGUAS, EFLUENTES E EMISSÕES DE POLUENTES REGULAMENTADOS;UFSC - Laboratório de Tubos de Calor  - LABTUCAL \ LEPTEN;;;;;;28/08/2018;36;R$ 970.303,31
20737-3;Estudos petrográficos, geoquímicos e de padrões faciológicos de rochas ígneas e geoquímica isotópica de rochas ígneas e sedimentares de poços estratigráficos em bacias sedimentares brasileiras;PETROBRAS;PESQUISA APLICADA;Propõe-se a realização de análises petrográficas e geoquímicas e a identificação dos padrões faciológicos em amostras laterais e de testemunho de rochas ígneas do poço estratigráfico 2-ANP-6-MT da Bacia do Parecis- MT. Também propõe-se realizar análises de geoquímica elementar e isotópicas destas rochas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;UFSC - ESPEPETRO - Estratigrafia, Petrologia e Petrofísica;;;;;;30/08/2018;18;R$ 531.433,25
20222-6;Aquisição de um equipamento DSTS visando monitoramentos geotécnicos a partir da tecnologia de fibra óptica distribuída instalada em encostas atravessadas por dutos;PETROBRAS;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;O principal objetivo deste projeto é permitir ao Lactec incrementar sua capacitação técnica de pesquisa e desenvolvimento inovadores, em termos nacionais e internacionais, que vem realizando há muitos anos, com foco em metodologias de instrumentação com fibras ópticas, para aplicações em estudos e monitoramento de obras geotécnicas e estruturais.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;LACTEC - INSTITUTO DE TECNOLOGIA PARA O DESENVOLVIMENTO;;;;;0530/2018;30/08/2018;6;R$ 607.129,81
20738-1;Modelagem Computacional Multiescala Hidro-Geomecânica de Carbonatos Fraturados Carstificados.;PETROBRAS;PESQUISA APLICADA;Desenvolvimento de uma metodologia para o cômputo de propriedades equivalentes dependentes do estado de tensão capazes de incorporar a presença de estruturas geológicas complexas nas escalas mais finas tais como carste, fraturas e falhas.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ENGENHARIA DE RESERVATÓRIO (SIMULAÇÃO DE FLUXO);LNCC - Unidade de Modelagem e Simulação Computacionais em Engenharia de Petróleo e Gás;;;;;;26/08/2018;36;R$ 4.088.993,89
20739-9;Sistema de visualização do poro ao poço com metodologias integradas de análise petrofísica: Software Geometria.;PETROBRAS;PESQUISA APLICADA;"Os objetivos gerias do projeto são:
1) Criar sistema inteligente para analisar imagens petrofísicas digitais, tais como RMN e microtomografia);
2) Criar sistema integrado com os sistemas desenvolvidos pelo CBPF;";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;ESTABILIDADE DE POÇOS;UFF - LABORATÓRIO DE METROLOGIA DIMENSIONAL E COMPUTACIONAL;;;;;;31/08/2018;36;R$ 5.881.319,47
