Arquivo;CodProj;Data de Início;Ano de início;Data de Conclusão;Ano de Conclusão;CNPJ Pagador;Entidade Pagadora;Tipo de Entidade Pagadora;Unid. Federativa Pagadora;Região Pagadora;CNPJ Beneficiário;Entidade Beneficiária;Tipo de Entidade Beneficiária;Unid. Federativa Beneficiária;Região Beneficiária;Tipo de Custo;Source;Recursos Humanos;Serviço de Terceiros;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Custo Total
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03380750000124;A. Rigueira Consultoria Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$95.029,00;;;;;;$95.029,00
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03438229000109;Fundação Euclides da Cunha de Apoio Institucional à UFF;Executora;RJ;Sudeste;Custo com Executoras;Custo;$80.210,00;$30.169,75;;;;;$110.379,75
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03948299000107;JGC ASSESSORIA LTDA;Executora;RJ;Sudeste;Custo com Executoras;Custo;$92.400,00;$42.539,76;;;;;$134.939,76
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04629369000119;CA Simples Comércio e Tecnologia Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$60.900,00;$31.720,24;;;$100.000,00;;$192.620,24
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;07508600000104;EFLUPE - Empresa Fluminense de Pesquisa Energética;Executora;RJ;Sudeste;Custo com Executoras;Custo;$11.250,00;;;;;;$11.250,00
APLPED00382_RELATORIOAUDITORIAPED_0005_S03.xml;PD-00382-0005;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$1.536,00;;;$4.602,00;;;$6.138,00
APLPED00382_RELATORIOAUDITORIAPED_0006_S02.xml;PD-00382-0006;29DEC2008;2008;31JUL2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04105066000105;BEM Pesquisa e Desenvolvimento;Executora;SP;Sudeste;Custo com Executoras;Custo;$156.480,00;$185.402,23;$23.238,94;;;$39.688,21;$404.809,38
APLPED00382_RELATORIOAUDITORIAPED_0006_S02.xml;PD-00382-0006;29DEC2008;2008;31JUL2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;06062204000133;Centro de Gestão de Tecnologia e Inovação;Executora;SP;Sudeste;Custo com Executoras;Custo;$365.040,00;$30.816,00;$1.140,68;$98.422,90;;$84.000,00;$579.419,58
APLPED00382_RELATORIOAUDITORIAPED_0006_S02.xml;PD-00382-0006;29DEC2008;2008;31JUL2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;;;;$27.059,70;;;$27.059,70
APLPED00382_RELATORIOAUDITORIAPED_0009_S04.xml;PD-00382-0009;29DEC2008;2008;29DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Pontifícia Universidade Católica;Executora;RJ;Sudeste;Custo com Executoras;Custo;$133.230,00;$15.838,50;;$3.000,00;;$2.279,06;$154.347,56
APLPED00382_RELATORIOAUDITORIAPED_0009_S04.xml;PD-00382-0009;29DEC2008;2008;29DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$17.088,86;;;$23.084,28;;;$40.173,14
APLPED00382_RELATORIOAUDITORIAPED_0010_S06.xml;PD-00382-0010;29DEC2008;2008;15JUL2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;;;$5.324,23;$38,00;;;$5.362,23
APLPED00382_RELATORIOAUDITORIAPED_0010_S06.xml;PD-00382-0010;29DEC2008;2008;15JUL2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;72060999000175;Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnólogicos;Executora;RJ;Sudeste;Custo com Executoras;Custo;$686.203,08;$11.955,00;;$81.621,92;;;$779.780,00
APLPED00382_RELATORIOAUDITORIAPED_0011_S03.xml;PD-00382-0011;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03438229000109;Fundação Euclides da Cunha;Executora;RJ;Sudeste;Custo com Executoras;Custo;$168.621,00;$342.978,31;;$56.030,00;;$3.920,69;$571.550,00
APLPED00382_RELATORIOAUDITORIAPED_0011_S03.xml;PD-00382-0011;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$13.614,94;;$3.811,07;$8.500,00;;;$25.926,01
APLPED00382_RELATORIOAUDITORIAPED_0012_S02.xml;PD-00382-0012;29DEC2008;2008;13DEC2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;09388911000102;Aires Consultoria, Pesquisa e Desenvolvimento - ACPD;Executora;RJ;Sudeste;Custo com Executoras;Custo;$98.000,00;;;;;;$98.000,00
APLPED00382_RELATORIOAUDITORIAPED_0012_S02.xml;PD-00382-0012;29DEC2008;2008;13DEC2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$0,02;;;;;;$0,02
APLPED00382_RELATORIOAUDITORIAPED_0013_S02.xml;PD-00382-0013;29DEC2008;2008;19SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;06985783000196;EXPERTEC SERVIÇOS E DESENVOLVIMENTO TECNOLÓGICO LTDA.;Executora;SP;Sudeste;Custo com Executoras;Custo;$449.010,00;$46.844,27;$24.514,75;$650,00;$1.100,98;;$522.120,00
APLPED00382_RELATORIOAUDITORIAPED_0013_S02.xml;PD-00382-0013;29DEC2008;2008;19SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$18.460,43;$11.250,00;$2.363,45;$981,50;;;$33.055,38
APLPED00382_RELATORIOAUDITORIAPED_0014_S03.xml;PD-00382-0014;29DEC2008;2008;24SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33663683003212;Universidade Federal do Rio de Janeiro;Executora;RJ;Sudeste;Custo com Executoras;Custo;$152.357,89;$170.333,80;$28.156,02;$61.175,32;$3.253,12;$50.423,76;$465.699,91
APLPED00382_RELATORIOAUDITORIAPED_0014_S03.xml;PD-00382-0014;29DEC2008;2008;24SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$2.800,98;$684,89;$13.932,19;$28.658,01;$127.744,51;;$173.820,58
APLPED00382_RELATORIOAUDITORIAPED_0015_S03.xml;PD-00382-0015;29DEC2008;2008;28DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;05028079000182;Auctoritas Consultoria LTDA;Executora;RJ;Sudeste;Custo com Executoras;Custo;$29.800,00;;;;;;$29.800,00
APLPED00382_RELATORIOAUDITORIAPED_0015_S03.xml;PD-00382-0015;29DEC2008;2008;28DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;07508600000104;EFLUPE - Empresa Fluminense de Pesquisa Ener;Executora;RJ;Sudeste;Custo com Executoras;Custo;$11.250,00;;;;;;$11.250,00
APLPED00382_RELATORIOAUDITORIAPED_0015_S03.xml;PD-00382-0015;29DEC2008;2008;28DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;31165384000126;Fundação Bio-Rio;Executora;RJ;Sudeste;Custo com Executoras;Custo;$306.451,18;;;;;;$306.451,18
APLPED00382_RELATORIOAUDITORIAPED_0015_S03.xml;PD-00382-0015;29DEC2008;2008;28DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33663683002755;Universidade Federal do Rio de janeiro - IQ;Executora;RJ;Sudeste;Custo com Executoras;Custo;;$10.305,00;;$40,60;$41.613,22;;$51.958,82
APLPED00382_RELATORIOAUDITORIAPED_0015_S03.xml;PD-00382-0015;29DEC2008;2008;28DEC2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$3.600,00;;;$13.028,00;$56.404,00;;$73.032,00
APLPED00382_RELATORIOAUDITORIAPED_0016_S02.xml;PD-00382-0016;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Pontificia Universidade Católica / PUC-Rio;Executora;RJ;Sudeste;Custo com Executoras;Custo;$363.200,00;;;$20.262,52;;;$383.462,52
APLPED00382_RELATORIOAUDITORIAPED_0016_S02.xml;PD-00382-0016;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$3.049,33;;;$21.819,90;;;$24.869,23
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03380750000124;A. Rigueira Consultoria Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$98.170,00;;;;;;$98.170,00
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03438229000109;Fundação Euclides da Cunha de Apoio Institucional à UFF;Executora;RJ;Sudeste;Custo com Executoras;Custo;$89.440,00;$29.509,28;;;;;$118.949,28
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04629369000119;CA Simples Comércio e Tecnologia Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$103.950,00;;;;;$139.928,00;$243.878,00
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;05125063000198;Engetrix Engenharia e Soluções Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$87.680,00;;;;;;$87.680,00
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;07508600000104;EFLUPE - Empresa Fluminense de Pesquisa Energética;Executora;RJ;Sudeste;Custo com Executoras;Custo;$11.250,00;;;;;;$11.250,00
APLPED00382_RELATORIOAUDITORIAPED_0017_S02.xml;PD-00382-0017;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$165,83;;$520,00;$1.395,43;;;$2.081,26
APLPED00382_RELATORIOAUDITORIAPED_0018_S03.xml;PD-00382-0018;29DEC2008;2008;29JUL2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;06062204000133;Centro de Gestão de Tecnologia e Inovação;Executora;SP;Sudeste;Custo com Executoras;Custo;$105.700,00;$13.055,88;$14.418,57;$24.732,00;$6.057,93;;$163.964,38
APLPED00382_RELATORIOAUDITORIAPED_0018_S03.xml;PD-00382-0018;29DEC2008;2008;29JUL2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;07505490000127;B&G Pesquisa e Desenvolvimento em Sistemas Elétricos Ltda;Executora;PE;Nordeste;Custo com Executoras;Custo;$263.500,00;;;;;;$263.500,00
APLPED00382_RELATORIOAUDITORIAPED_0018_S03.xml;PD-00382-0018;29DEC2008;2008;29JUL2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$5.400,00;;;$540,00;;;$5.940,00
APLPED00382_RELATORIOAUDITORIAPED_0019_S02.xml;PD-00382-0019;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;05846835000180;ENELTEC- ENERGIA ELÉTRICA E TECNOLOGIA;Executora;RJ;Sudeste;Custo com Executoras;Custo;$261.580,00;;;$558,00;;;$262.138,00
APLPED00382_RELATORIOAUDITORIAPED_0019_S02.xml;PD-00382-0019;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$1.623,95;;;;;;$1.623,95
APLPED00382_RELATORIOAUDITORIAPED_0019_S02.xml;PD-00382-0019;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;72060999000175;Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnológicos;Executora;RJ;Sudeste;Custo com Executoras;Custo;$25.947,00;;;$1.395,00;;;$27.342,00
APLPED00382_RELATORIOAUDITORIAPED_0020_S02.xml;PD-00382-0020;29DEC2008;2008;28MAR2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;28019214000129;Fundação Padre Leonel Franca;Executora;RJ;Sudeste;Custo com Executoras;Custo;$5.400,00;$10.000,00;$2.025,98;$42.720,00;$483,85;;$60.629,83
APLPED00382_RELATORIOAUDITORIAPED_0020_S02.xml;PD-00382-0020;29DEC2008;2008;28MAR2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Pontifícia Universidade Católica do Rio de Janeiro;Executora;RJ;Sudeste;Custo com Executoras;Custo;$352.600,00;;;;;;$352.600,00
APLPED00382_RELATORIOAUDITORIAPED_0020_S02.xml;PD-00382-0020;29DEC2008;2008;28MAR2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$3.791,41;;$51,06;$47.748,86;;$6.406,30;$57.997,63
APLPED00382_RELATORIOAUDITORIAPED_0021_S02.xml;PD-00382-0021;29DEC2008;2008;29NOV2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Faculdades Católicas;Executora;RJ;Sudeste;Custo com Executoras;Custo;$506.160,00;;$8.132,72;$60.791,04;$1.673,20;$31.621,26;$608.378,22
APLPED00382_RELATORIOAUDITORIAPED_0021_S02.xml;PD-00382-0021;29DEC2008;2008;29NOV2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$9.030,99;;$602,35;$70.454,84;;;$80.088,18
APLPED00382_RELATORIOAUDITORIAPED_0022_S02.xml;PD-00382-0022;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04489420000134;BATAVIA - Engenharia e Consultoria;Executora;RJ;Sudeste;Custo com Executoras;Custo;$28.800,00;;;;;;$28.800,00
APLPED00382_RELATORIOAUDITORIAPED_0022_S02.xml;PD-00382-0022;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;05846835000180;ELEPOT - Estudos e Pesquisas;Executora;RJ;Sudeste;Custo com Executoras;Custo;$160.060,00;;;;;;$160.060,00
APLPED00382_RELATORIOAUDITORIAPED_0022_S02.xml;PD-00382-0022;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;07686797000171;Controllato - Projeto, Monitoração e Controle de Estruturas Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$437.680,00;;;;;;$437.680,00
APLPED00382_RELATORIOAUDITORIAPED_0022_S02.xml;PD-00382-0022;29DEC2008;2008;17JUL2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$7.367,99;$27.000,00;;;;$28.544,52;$62.912,51
APLPED00382_RELATORIOAUDITORIAPED_0023_S02.xml;PD-00382-0023;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;28019214000129;Fundação Padre Leonel Franca;Executora;RJ;Sudeste;Custo com Executoras;Custo;$389.200,00;$231.996,92;;;$12.955,54;$16.047,54;$650.200,00
APLPED00382_RELATORIOAUDITORIAPED_0023_S02.xml;PD-00382-0023;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;;$18.000,00;;$29.269,00;;;$47.269,00
APLPED00382_RELATORIOAUDITORIAPED_0025_S02.xml;PD-00382-0025;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;28019214000129;Fundação Padre Leonel Franca;Executora;RJ;Sudeste;Custo com Executoras;Custo;;$90.037,28;$1.945,57;;$1.736,73;;$93.719,58
APLPED00382_RELATORIOAUDITORIAPED_0025_S02.xml;PD-00382-0025;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Pontifícia Universidade Católica;Executora;RJ;Sudeste;Custo com Executoras;Custo;$708.665,00;;;;;;$708.665,00
APLPED00382_RELATORIOAUDITORIAPED_0025_S02.xml;PD-00382-0025;29DEC2008;2008;01MAR2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$3.089,10;;;$57.704,76;$131,29;;$60.925,15
APLPED00382_RELATORIOAUDITORIAPED_0026_S02.xml;PD-00382-0026;29DEC2008;2008;12SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;28019214000129;Fundação Padre Leonel Franca;Executora;RJ;Sudeste;Custo com Executoras;Custo;;;$1.088,51;$34.772,40;$642,36;;$36.503,27
APLPED00382_RELATORIOAUDITORIAPED_0026_S02.xml;PD-00382-0026;29DEC2008;2008;12SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;33555921000170;Pontifícia Universidade Católica do Rio de Janeiro;Executora;RJ;Sudeste;Custo com Executoras;Custo;$311.220,00;;;;;;$311.220,00
APLPED00382_RELATORIOAUDITORIAPED_0026_S02.xml;PD-00382-0026;29DEC2008;2008;12SEP2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$7.261,78;$18.506,15;$2.619,90;$37.552,52;;;$65.940,35
APLPED00382_RELATORIOAUDITORIAPED_0027_S02.xml;PD-00382-0027;29DEC2008;2008;21JUN2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;28019214000129;Fundação Padre Leonel Franca;Executora;RJ;Sudeste;Custo com Executoras;Custo;$31.080,00;$140.000,00;;;;;$171.080,00
APLPED00382_RELATORIOAUDITORIAPED_0027_S02.xml;PD-00382-0027;29DEC2008;2008;21JUN2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$1.840,93;$159.250,00;$3.494,50;$10.119,00;;;$174.704,43
APLPED00382_RELATORIOAUDITORIAPED_0027_S02.xml;PD-00382-0027;29DEC2008;2008;21JUN2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;70060999000175;Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnológicos;Executora;RJ;Sudeste;Custo com Executoras;Custo;$639.720,00;$196.310,31;$5.932,11;$1.410,00;$10.125,02;$102.322,56;$955.820,00
APLPED00382_RELATORIOAUDITORIAPED_0028_S02.xml;PD-00382-0028;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;03438229000109;Fundação Euclides da Cunha de Apoio a UFF;Executora;RJ;Sudeste;Custo com Executoras;Custo;$173.516,32;$13.500,00;$2.040,68;$24.435,40;$1.203,60;$14.446,00;$229.142,00
APLPED00382_RELATORIOAUDITORIAPED_0028_S02.xml;PD-00382-0028;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;09388911000102;Aires Consultoria de Pesquisa e Desenvolvimento LTDA;Executora;RJ;Sudeste;Custo com Executoras;Custo;$131.717,00;$15.800,00;;$31.712,86;$14.971,05;;$194.200,91
APLPED00382_RELATORIOAUDITORIAPED_0028_S02.xml;PD-00382-0028;29DEC2008;2008;01MAR2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$3.506,00;;$129,00;$3.678,80;;;$7.313,80
APLPED00382_RELATORIOAUDITORIAPED_0029_S02.XML;PD-00382-0029;29DEC2008;2008;29AUG2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04897383000101;MATRIX ENERGIA S/C LTDA;Executora;RJ;Sudeste;Custo com Executoras;Custo;$608.200,00;$2.770,00;$19.534,58;$34.475,00;;$24.522,75;$689.502,33
APLPED00382_RELATORIOAUDITORIAPED_0029_S02.XML;PD-00382-0029;29DEC2008;2008;29AUG2011;2011;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$2.187,47;;$54,74;$34.282,79;;;$36.525,00
APLPED00382_RELATORIOAUDITORIAPED_0030_S02.xml;PD-00382-0030;07JAN2009;2009;02MAY2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;04670764000145;Centro de Estudos da Faculdade de Engenharia da UERJ;Executora;RJ;Sudeste;Custo com Executoras;Custo;$599.640,00;$2.000,00;$13.680,00;$15.062,30;$6.706,20;$8.710,90;$645.799,40
APLPED00382_RELATORIOAUDITORIAPED_0030_S02.xml;PD-00382-0030;07JAN2009;2009;02MAY2012;2012;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$2.965,34;;$4.557,23;$43.454,23;;;$50.976,80
APLPED00382_RELATORIOAUDITORIAPED_0024_S02.xml;PD-00382-0024;23JAN2009;2009;13DEC2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;$255,47;$22.522,00;$2.604,42;;;$12.562,12;$37.944,01
APLPED00382_RELATORIOAUDITORIAPED_0024_S02.xml;PD-00382-0024;23JAN2009;2009;13DEC2013;2013;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;61831244000100;PRODUTOS DE LINHA PRÉFORMADOS - PLP;Executora;AC;Norte;Custo com Executoras;Custo;$147.236,92;$66.174,20;$2.100,46;$15.582,77;;$131.000,00;$362.094,35
APLPED00382_RELATORIOAUDITORIAPED_0071_S01.XML;PD-00382-0071;23JAN2009;2009;22JAN2010;2010;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Proponente;RJ;Sudeste;Custo Próprio;Custo;;;$1.112,08;$1.787,50;;;$2.899,58
